file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
123633441.png,11,0.977108,1266,319,1569,319,1569,668,1266,668
123634975.png,25,0.970898,774,91,1033,91,1033,369,774,369
123640612.png,9,0.955521,484,410,747,410,747,660,484,660
123641340.png,25,0.931364,895,363,1177,363,1177,672,895,672
123641340.png,26,0.786639,895,358,1177,358,1177,672,895,672
123641340.png,27,0.72777,1062,0,1296,0,1296,181,1062,181
123658269.png,7,0.976536,450,506,763,506,763,827,450,827
123712953.png,21,0.971412,776,130,1046,130,1046,429,776,429
123718050.png,28,0.980987,1538,747,1859,747,1859,1078,1538,1078
123718050.png,7,0.750896,801,182,1062,182,1062,428,801,428
123732475.png,15,0.95265,776,183,1024,183,1024,415,776,415
123750754.png,1,0.891189,687,23,934,23,934,249,687,249
123750779.png,11,0.518063,898,472,1188,472,1188,787,898,787
123753616.png,22,0.862227,795,235,1018,235,1018,471,795,471
123753616.png,27,0.671964,796,231,1018,231,1018,472,796,472
123753944.png,21,0.957508,409,242,680,242,680,563,409,563
123754904.png,11,0.973288,794,96,1067,96,1067,422,794,422
123823515.png,4,0.970886,766,113,1008,113,1008,373,766,373
123835287.png,28,0.979274,1161,124,1420,124,1420,390,1161,390
123914613.png,14,0.939544,924,541,1204,541,1204,802,924,802
123914949.png,14,0.896092,1002,726,1298,726,1298,1002,1002,1002
123919948.png,26,0.971576,817,91,1092,91,1092,370,817,370
123930317.png,3,0.554768,739,18,979,18,979,265,739,265
123930317.png,32,0.520199,740,18,979,18,979,266,740,266
123958614.png,6,0.923335,925,534,1215,534,1215,802,925,802
124053810.png,17,0.987442,784,187,1068,187,1068,501,784,501
124059319.png,17,0.985802,706,64,980,64,980,356,706,356
124100463.png,32,0.974454,1176,131,1428,131,1428,388,1176,388
124118184.png,33,0.964248,802,225,1056,225,1056,492,802,492
124127416.png,15,0.881078,1405,591,1703,591,1703,871,1405,871
124127416.png,15,0.549967,976,589,1251,589,1251,899,976,899
124129478.png,32,0.886893,453,477,745,477,745,772,453,772
124143180.png,26,0.773372,761,117,1023,117,1023,402,761,402
124149248.png,9,0.733892,1081,79,1328,79,1328,305,1081,305
124155449.png,26,0.903143,1137,69,1375,69,1375,310,1137,310
124157654.png,4,0.963364,1290,297,1526,297,1526,538,1290,538
124205415.png,7,0.783317,1204,203,1455,203,1455,471,1204,471
124206518.png,4,0.855736,1417,658,1711,658,1711,958,1417,958
124253285.png,17,0.73676,1240,361,1535,361,1535,674,1240,674
124253285.png,26,0.614103,1240,361,1534,361,1534,674,1240,674
124336967.png,1,0.853666,442,415,695,415,695,667,442,667
124416295.png,31,0.963327,1311,328,1583,328,1583,592,1311,592
124416295.png,11,0.70696,1078,0,1323,0,1323,227,1078,227
124416295.png,22,0.700206,1016,635,1312,635,1312,941,1016,941
124416295.png,24,0.647874,1011,637,1310,637,1310,941,1011,941
124417516.png,11,0.963841,1218,136,1452,136,1452,404,1218,404
124417516.png,27,0.817087,958,520,1331,520,1331,929,958,929
124420552.png,17,0.986636,1170,81,1454,81,1454,402,1170,402
124423186.png,11,0.975975,1184,138,1466,138,1466,464,1184,464
124430821.png,24,0.954617,775,38,993,38,993,302,775,302
124443873.png,21,0.97965,672,81,936,81,936,373,672,373
124443873.png,5,0.609845,1281,532,1564,532,1564,790,1281,790
124505024.png,4,0.940048,783,120,1000,120,1000,352,783,352
124512651.png,7,0.97675,1143,20,1418,20,1418,309,1143,309
124548559.png,11,0.832721,1133,70,1395,70,1395,350,1133,350
124549985.png,29,0.872534,774,67,1007,67,1007,300,774,300
124615655.png,27,0.916088,771,133,991,133,991,365,771,365
124624608.png,20,0.964127,1005,700,1297,700,1297,982,1005,982
124625388.png,11,0.970237,1231,227,1531,227,1531,564,1231,564
124645724.png,15,0.950772,729,44,976,44,976,266,729,266
124645724.png,27,0.950435,1371,489,1613,489,1613,810,1371,810
124648294.png,11,0.822182,1176,72,1398,72,1398,338,1176,338
124648294.png,24,0.799017,1175,72,1399,72,1399,338,1175,338
124654590.png,11,0.970388,428,346,708,346,708,694,428,694
124707949.png,8,0.980257,1163,535,1429,535,1429,793,1163,793
124712326.png,33,0.957703,942,487,1218,487,1218,793,942,793
124712326.png,21,0.951302,1150,0,1353,0,1353,260,1150,260
124712326.png,7,0.503456,835,171,1057,171,1057,420,835,420
124713032.png,33,0.951986,1060,752,1360,752,1360,1079,1060,1079
124713032.png,17,0.82009,1059,753,1360,753,1360,1080,1059,1080
124713032.png,27,0.514492,1291,298,1504,298,1504,573,1291,573
124713523.png,11,0.969484,1211,182,1502,182,1502,522,1211,522
124722156.png,26,0.969019,1153,99,1422,99,1422,385,1153,385
124730328.png,7,0.944468,734,18,983,18,983,247,734,247
124730895.png,7,0.92902,815,247,1083,247,1083,499,815,499
124730895.png,6,0.712099,814,247,1083,247,1083,498,814,498
124735715.png,3,0.958077,693,37,934,37,934,289,693,289
124738212.png,10,0.956463,428,367,692,367,692,625,428,625
124738887.png,4,0.946397,1284,374,1528,374,1528,624,1284,624
124738887.png,21,0.937717,360,109,606,109,606,395,360,395
124742326.png,19,0.965991,476,537,752,537,752,807,476,807
124758022.png,4,0.827673,361,265,580,265,580,505,361,505
124759317.png,32,0.96335,686,60,938,60,938,319,686,319
124804489.png,17,0.983476,1160,90,1449,90,1449,400,1160,400
124829521.png,29,0.904021,1177,144,1423,144,1423,391,1177,391
124907662.png,28,0.956807,731,19,970,19,970,273,731,273
124945292.png,1,0.718734,1253,330,1534,330,1534,588,1253,588
124950428.png,18,0.857709,1222,265,1493,265,1493,509,1222,509
125005211.png,1,0.976263,1230,365,1513,365,1513,622,1230,622
125032649.png,23,0.91734,776,308,1008,308,1008,553,776,553
125033138.png,1,0.963564,1407,612,1711,612,1711,884,1407,884
125035262.png,4,0.960918,1005,698,1260,698,1260,974,1005,974
125035262.png,5,0.848846,1200,176,1464,176,1464,412,1200,412
125036397.png,11,0.968431,790,69,1060,69,1060,388,790,388
125038028.png,26,0.976453,1297,369,1591,369,1591,676,1297,676
125039593.png,24,0.936113,916,618,1213,618,1213,931,916,931
125039593.png,4,0.932983,1181,321,1419,321,1419,572,1181,572
125040161.png,10,0.926705,721,78,968,78,968,310,721,310
125041122.png,1,0.965472,1358,587,1660,587,1660,858,1358,858
125041122.png,27,0.663194,983,610,1270,610,1270,918,983,918
125041122.png,13,0.529356,1026,0,1256,0,1256,108,1026,108
125049497.png,24,0.97733,766,134,991,134,991,401,766,401
125049497.png,21,0.707126,1090,0,1300,0,1300,152,1090,152
125049497.png,24,0.65175,1089,0,1300,0,1300,152,1089,152
125050159.png,24,0.974491,1182,126,1410,126,1410,396,1182,396
125050159.png,24,0.971577,856,382,1099,382,1099,672,856,672
125052667.png,25,0.847012,775,96,1025,96,1025,356,775,356
125053171.png,27,0.949975,954,526,1195,526,1195,779,954,779
125053465.png,17,0.988641,1202,159,1496,159,1496,470,1202,470
125118366.png,17,0.886321,1214,116,1463,116,1463,389,1214,389
125118366.png,33,0.757619,1214,117,1462,117,1462,390,1214,390
125120868.png,17,0.986491,760,17,1027,17,1027,310,760,310
125123901.png,11,0.976175,757,33,1031,33,1031,376,757,376
125145898.png,17,0.984924,448,216,735,216,735,532,448,532
125214831.png,2,0.867824,1208,246,1442,246,1442,488,1208,488
125214831.png,4,0.539358,1209,245,1443,245,1443,487,1209,487
125215532.png,4,0.960706,1433,684,1701,684,1701,962,1433,962
125216273.png,0,0.969149,746,129,994,129,994,363,746,363
125223214.png,14,0.925148,1264,345,1542,345,1542,594,1264,594
125223978.png,4,0.942126,758,205,979,205,979,441,758,441
125236033.png,14,0.8857,1284,378,1561,378,1561,634,1284,634
125243894.png,5,0.953992,1116,73,1377,73,1377,307,1116,307
125243894.png,17,0.847897,1456,748,1769,748,1769,1075,1456,1075
125249465.png,13,0.985506,941,555,1218,555,1218,819,941,819
125256032.png,28,0.971737,751,62,1000,62,1000,322,751,322
125256032.png,24,0.54965,1127,93,1389,93,1389,403,1127,403
125315500.png,4,0.913668,1251,322,1492,322,1492,569,1251,569
125315500.png,2,0.542964,863,426,975,426,975,626,863,626
125316136.png,17,0.982069,1094,13,1374,13,1374,318,1094,318
125323263.png,4,0.925944,430,322,658,322,658,572,430,572
125333163.png,7,0.976381,752,119,1022,119,1022,409,752,409
125336044.png,6,0.963031,455,351,745,351,745,607,455,607
125338228.png,4,0.951419,385,156,623,156,623,425,385,425
125344662.png,27,0.950133,1144,75,1389,75,1389,337,1144,337
125348364.png,4,0.974893,801,196,1046,196,1046,462,801,462
125404902.png,17,0.982444,1139,34,1417,34,1417,334,1139,334
125405577.png,7,0.928695,766,110,1024,110,1024,348,766,348
125405577.png,26,0.92757,437,323,707,323,707,623,437,623
125414796.png,20,0.952617,946,611,1235,611,1235,889,946,889
125422961.png,5,0.971963,1220,264,1494,264,1494,515,1220,515
125448838.png,17,0.980963,512,181,785,181,785,494,512,494
125458519.png,3,0.826807,1156,92,1404,92,1404,358,1156,358
125505234.png,4,0.971356,772,107,1014,107,1014,362,772,362
125510237.png,11,0.902079,448,178,699,178,699,431,448,431
125515898.png,30,0.884666,415,280,639,280,639,528,415,528
125520866.png,11,0.781936,1223,352,1509,352,1509,655,1223,655
125520866.png,27,0.555983,392,104,591,104,591,377,392,377
125542031.png,4,0.97548,845,167,1090,167,1090,430,845,430
125542031.png,24,0.765525,1380,608,1696,608,1696,980,1380,980
125542911.png,4,0.967877,1012,581,1286,581,1286,884,1012,884
125556024.png,15,0.652182,1112,62,1372,62,1372,287,1112,287
125558702.png,7,0.981839,1143,82,1424,82,1424,363,1143,363
125603705.png,7,0.978956,1103,57,1380,57,1380,337,1103,337
125614069.png,27,0.957979,1140,56,1384,56,1384,311,1140,311
125614169.png,11,0.816011,1070,47,1328,47,1328,278,1070,278
125620164.png,21,0.964233,502,467,785,467,785,796,502,796
125629804.png,26,0.898764,1112,58,1366,58,1366,288,1112,288
125650528.png,0,0.992257,1150,123,1404,123,1404,354,1150,354
125701937.png,11,0.943259,1106,28,1329,28,1329,287,1106,287
125726435.png,10,0.939882,739,157,994,157,994,396,739,396
125734970.png,24,0.919469,1222,128,1450,128,1450,399,1222,399
125734970.png,27,0.572302,823,210,1130,210,1130,552,823,552
125809307.png,14,0.958305,528,525,796,525,796,788,528,788
125840973.png,6,0.906789,1123,93,1390,93,1390,340,1123,340
125841676.png,5,0.809991,938,569,1220,569,1220,841,938,841
125848578.png,11,0.920816,709,88,962,88,962,324,709,324
125901390.png,21,0.971649,845,355,1135,355,1135,667,845,667
125901390.png,3,0.764865,1299,327,1570,327,1570,606,1299,606
125901390.png,32,0.567944,1298,326,1570,326,1570,607,1298,607
125908673.png,33,0.88114,1336,590,1645,590,1645,901,1336,901
125918147.png,17,0.980788,583,745,884,745,884,1080,583,1080
125918147.png,30,0.96266,1276,356,1551,356,1551,607,1276,607
125918147.png,21,0.831652,893,331,1174,331,1174,638,893,638
125922167.png,17,0.972432,1164,136,1439,136,1439,424,1164,424
125930336.png,5,0.953771,448,541,728,541,728,809,448,809
125940603.png,31,0.948218,827,417,1099,417,1099,677,827,677
125956105.png,27,0.932622,1189,255,1425,255,1425,493,1189,493
130002016.png,15,0.979522,729,80,974,80,974,307,729,307
130006746.png,31,0.952631,1192,152,1448,152,1448,398,1192,398
130056729.png,6,0.937826,1111,78,1376,78,1376,314,1111,314
130056729.png,24,0.579358,872,364,1167,364,1167,639,872,639
130056729.png,22,0.50685,885,362,1167,362,1167,638,885,638
130122405.png,27,0.924698,426,365,650,365,650,607,426,607
130127030.png,9,0.94477,442,416,700,416,700,667,442,667
130135676.png,33,0.975046,1316,441,1602,441,1602,746,1316,746
130145963.png,17,0.988315,791,85,1066,85,1066,390,791,390
130155869.png,9,0.810903,1186,158,1442,158,1442,390,1186,390
130155869.png,15,0.74677,1186,159,1443,159,1443,390,1186,390
130212871.png,31,0.955293,748,105,992,105,992,344,748,344
130212871.png,27,0.671835,1616,891,1916,891,1916,1080,1616,1080
130221900.png,4,0.946172,1131,34,1373,34,1373,282,1131,282
130227694.png,24,0.978498,1242,198,1481,198,1481,474,1242,474
130230696.png,33,0.964664,807,247,1062,247,1062,512,807,512
130230696.png,24,0.721469,1436,629,1744,629,1744,976,1436,976
130232295.png,26,0.966751,429,359,700,359,700,665,429,665
130232758.png,17,0.901157,1148,67,1404,67,1404,335,1148,335
130233305.png,10,0.879087,735,139,989,139,989,375,735,375
130241395.png,21,0.738615,382,0,610,0,610,246,382,246
130241395.png,15,0.618179,726,17,972,17,972,240,726,240
130248165.png,31,0.92168,751,126,996,126,996,358,751,358
130250827.png,26,0.973172,1137,137,1404,137,1404,420,1137,420
130257480.png,33,0.976541,1395,595,1688,595,1688,895,1395,895
130300740.png,15,0.974915,710,95,956,95,956,318,710,318
130300740.png,6,0.847544,711,94,957,94,957,317,711,317
130324446.png,29,0.934175,429,53,651,53,651,287,429,287
130342182.png,11,0.835872,756,128,1017,128,1017,368,756,368
130343454.png,5,0.847581,928,547,1217,547,1217,821,928,821
130356493.png,20,0.96688,995,705,1294,705,1294,990,995,990
130356493.png,27,0.941023,563,725,859,725,859,1025,563,1025
130356627.png,20,0.951266,1019,758,1321,758,1321,1052,1019,1052
130438853.png,25,0.966716,907,503,1198,503,1198,820,907,820
130450588.png,1,0.957764,1144,98,1400,98,1400,328,1144,328
130450995.png,0,0.969021,736,83,990,83,990,310,736,310
130501488.png,0,0.981737,532,634,818,634,818,910,532,910
130503927.png,24,0.967618,434,279,658,279,658,565,434,565
130503927.png,24,0.861506,1269,325,1550,325,1550,608,1269,608
130509857.png,15,0.899506,805,131,1064,131,1064,363,805,363
130509857.png,6,0.847071,806,131,1064,131,1064,363,806,363
130529232.png,5,0.95423,584,121,829,121,829,360,584,360
130531652.png,0,0.979314,1146,77,1398,77,1398,311,1146,311
130536102.png,4,0.951223,1151,189,1379,189,1379,426,1151,426
130541052.png,12,0.703964,697,12,931,12,931,236,697,236
130548222.png,7,0.985023,1079,0,1348,0,1348,259,1079,259
130605389.png,0,0.921339,1220,297,1484,297,1484,537,1220,537
130605389.png,8,0.758114,1221,297,1484,297,1484,537,1221,537
130617225.png,6,0.964059,1132,79,1396,79,1396,316,1132,316
130617225.png,21,0.829142,640,0,946,0,946,131,640,131
130618761.png,4,0.944497,384,153,624,153,624,421,384,421
130619627.png,17,0.98574,1124,48,1401,48,1401,346,1124,346
130623370.png,17,0.983586,1095,0,1369,0,1369,297,1095,297
130626225.png,19,0.893473,1328,493,1623,493,1623,754,1328,754
130717655.png,20,0.936154,894,386,1169,386,1169,646,894,646
130718122.png,7,0.973969,1144,111,1424,111,1424,393,1144,393
130722081.png,31,0.932998,815,181,1067,181,1067,432,815,432
130744349.png,31,0.9497,1260,363,1531,363,1531,630,1260,630
130803769.png,24,0.714387,791,231,1053,231,1053,523,791,523
130842428.png,4,0.968942,1256,275,1492,275,1492,520,1256,520
130848154.png,18,0.732312,1155,127,1410,127,1410,361,1155,361
130851849.png,17,0.870927,1106,53,1348,53,1348,276,1106,276
130854956.png,30,0.96797,935,613,1215,613,1215,885,935,885
130854956.png,6,0.51033,934,613,1216,613,1216,884,934,884
130856958.png,28,0.956445,1139,65,1394,65,1394,327,1139,327
130857691.png,7,0.911503,704,101,960,101,960,339,704,339
130901314.png,21,0.960344,740,0,994,0,994,255,740,255
130901314.png,27,0.860102,975,689,1265,689,1265,980,975,980
130917787.png,5,0.972547,753,131,1012,131,1012,374,753,374
130921422.png,21,0.964596,446,131,720,131,720,433,446,433
130930666.png,24,0.939261,1154,55,1378,55,1378,323,1154,323
130932821.png,17,0.981918,1052,0,1324,0,1324,258,1052,258
131009852.png,33,0.952871,768,111,1012,111,1012,365,768,365
131032121.png,11,0.93837,1103,51,1360,51,1360,283,1103,283
131040122.png,31,0.95158,1188,179,1445,179,1445,426,1188,426
131115160.png,17,0.928283,1079,0,1322,0,1322,170,1079,170
131115160.png,22,0.807386,804,199,1068,199,1068,511,804,511
131115160.png,24,0.554393,353,132,581,132,581,399,353,399
131121726.png,18,0.633882,738,156,991,156,991,393,738,393
131129948.png,33,0.934045,467,495,748,495,748,788,467,788
131129948.png,22,0.931021,780,258,1042,258,1042,528,780,528
131155658.png,27,0.952095,753,90,991,90,991,346,753,346
131155658.png,27,0.678289,435,288,726,288,726,639,435,639
131207482.png,11,0.974955,1182,96,1463,96,1463,420,1182,420
131208185.png,33,0.974933,828,223,1080,223,1080,488,828,488
131208185.png,13,0.567454,1467,785,1791,785,1791,1079,1467,1079
131232228.png,21,0.943998,736,24,995,24,995,303,736,303
131233316.png,21,0.979589,1101,63,1370,63,1370,362,1101,362
131233316.png,11,0.815842,902,388,1189,388,1189,732,902,732
131251565.png,3,0.661011,1146,65,1393,65,1393,322,1146,322
131305654.png,24,0.811146,1170,279,1447,279,1447,567,1170,567
131305654.png,10,0.541472,743,114,991,114,991,344,743,344
131334493.png,29,0.617304,1120,54,1359,54,1359,290,1120,290
131428188.png,27,0.854469,779,163,997,163,997,399,779,399
131455653.png,20,0.958985,880,475,1157,475,1157,738,880,738
131458929.png,33,0.870473,712,28,946,28,946,264,712,264
131458929.png,26,0.594111,712,28,946,28,946,264,712,264
131515855.png,31,0.925928,771,126,1017,126,1017,370,771,370
131519756.png,30,0.971307,703,47,946,47,946,271,703,271
131520118.png,24,0.977148,1216,160,1448,160,1448,434,1216,434
131539618.png,26,0.984973,1329,420,1627,420,1627,730,1329,730
131548321.png,7,0.838987,1405,685,1745,685,1745,1042,1405,1042
131548321.png,11,0.565538,769,111,1030,111,1030,394,769,394
131635245.png,27,0.935442,760,10,999,10,999,267,760,267
131648018.png,21,0.971184,753,62,1017,62,1017,358,753,358
131702553.png,31,0.894978,1166,114,1420,114,1420,358,1166,358
131707985.png,4,0.502253,921,623,1173,623,1173,893,921,893
131712789.png,4,0.949789,809,119,1028,119,1028,345,809,345
131717154.png,17,0.986779,825,92,1113,92,1113,396,825,396
131717261.png,30,0.970564,706,99,951,99,951,329,706,329
131719767.png,30,0.558999,1151,214,1413,214,1413,458,1151,458
131747654.png,19,0.963704,1042,511,1311,511,1311,777,1042,777
131748698.png,12,0.614732,1133,88,1377,88,1377,314,1133,314
131749496.png,27,0.945091,723,59,961,59,961,315,723,315
131751634.png,10,0.780405,1303,510,1600,510,1600,777,1303,777
131755820.png,31,0.803095,1146,127,1394,127,1394,371,1146,371
131819088.png,21,0.970433,1281,394,1579,394,1579,720,1281,720
131825401.png,10,0.929115,1131,142,1392,142,1392,378,1131,378
131828533.png,4,0.938591,468,464,708,464,708,714,468,714
131828533.png,9,0.630001,1356,491,1637,491,1637,748,1356,748
131840951.png,1,0.965348,1159,122,1415,122,1415,357,1159,357
131847378.png,14,0.595918,1451,696,1756,696,1756,972,1451,972
131940923.png,17,0.988974,700,23,970,23,970,324,700,324
131948530.png,13,0.957284,695,55,937,55,937,284,695,284
132006326.png,26,0.865391,792,107,1055,107,1055,392,792,392
132007154.png,26,0.735546,937,474,1225,474,1225,795,937,795
132007154.png,17,0.552765,936,474,1226,474,1226,795,936,795
132032009.png,0,0.983039,1232,306,1506,306,1506,555,1232,555
132032321.png,0,0.977957,1312,467,1598,467,1598,729,1312,729
132041422.png,11,0.970298,787,84,1063,84,1063,408,787,408
132054956.png,7,0.827035,752,48,1006,48,1006,283,752,283
132056621.png,33,0.974068,1166,92,1415,92,1415,342,1166,342
132057290.png,33,0.975952,1300,368,1571,368,1571,640,1300,640
132057290.png,31,0.83193,1044,0,1285,0,1285,110,1044,110
132106590.png,17,0.925843,1204,235,1487,235,1487,531,1204,531
132110961.png,11,0.900902,1171,55,1433,55,1433,337,1171,337
132110961.png,33,0.890637,1053,603,1281,603,1281,852,1053,852
132115060.png,25,0.905276,1161,183,1434,183,1434,473,1161,473
132117194.png,28,0.978797,1151,54,1404,54,1404,311,1151,311
132117194.png,11,0.569936,880,347,1184,347,1184,722,880,722
132151721.png,0,0.596038,736,114,976,114,976,339,736,339
132154101.png,15,0.698908,770,55,1025,55,1025,274,770,274
132158222.png,11,0.501151,1139,92,1388,92,1388,319,1139,319
132218393.png,15,0.98272,1167,89,1426,89,1426,323,1167,323
132224988.png,4,0.962352,827,202,1078,202,1078,470,827,470
132259626.png,4,0.964138,1096,63,1343,63,1343,321,1096,321
132259626.png,26,0.681768,1097,62,1343,62,1343,321,1097,321
132307525.png,15,0.981539,993,30,1259,30,1259,250,993,250
132307955.png,26,0.556854,1141,92,1397,92,1397,329,1141,329
132309288.png,11,0.975073,454,317,745,317,745,668,454,668
132312864.png,26,0.518093,847,231,1110,231,1110,477,847,477
132318007.png,6,0.720391,833,306,1095,306,1095,550,833,550
132327630.png,4,0.953585,877,441,1115,441,1115,697,877,697
132327630.png,11,0.83909,1086,4,1324,4,1324,255,1086,255
132328128.png,33,0.949178,800,181,1051,181,1051,447,800,447
132328128.png,24,0.647883,1162,191,1426,191,1426,450,1162,450
132334203.png,10,0.906205,1137,108,1394,108,1394,340,1137,340
132346422.png,11,0.962536,495,320,782,320,782,675,495,675
132355304.png,21,0.976599,769,54,1033,54,1033,348,769,348
132359829.png,20,0.958437,973,569,1258,569,1258,844,973,844
132402846.png,10,0.928338,1191,233,1461,233,1461,477,1191,477
132407862.png,27,0.936767,752,26,987,26,987,281,752,281
132409224.png,1,0.932484,781,138,1034,138,1034,374,781,374
132410757.png,11,0.974091,1192,138,1475,138,1475,468,1192,468
132417625.png,7,0.97166,381,119,648,119,648,411,381,411
132427899.png,33,0.966442,897,108,1168,108,1168,363,897,363
132436069.png,8,0.902763,1286,496,1571,496,1571,754,1286,754
132446058.png,31,0.935119,1173,114,1426,114,1426,363,1173,363
132448694.png,11,0.874399,369,67,609,67,609,317,369,317
132448694.png,6,0.832917,762,65,1011,65,1011,296,762,296
132501423.png,32,0.69659,1152,114,1414,114,1414,381,1152,381
132523621.png,4,0.822542,739,191,959,191,959,429,739,429
132525094.png,26,0.94047,546,532,832,532,832,850,546,850
132531202.png,30,0.964416,702,79,945,79,945,309,702,309
132544751.png,13,0.971269,486,649,768,649,768,921,486,921
132546659.png,9,0.939137,490,440,758,440,758,688,490,688
132630763.png,6,0.923055,737,493,1027,493,1027,753,737,753
132631696.png,11,0.96204,460,335,760,335,760,689,460,689
132633823.png,15,0.970769,1224,205,1492,205,1492,448,1224,448
132639025.png,28,0.943669,949,548,1195,548,1195,806,949,806
132700892.png,4,0.825663,874,340,1106,340,1106,585,874,585
132702199.png,17,0.985658,1131,91,1413,91,1413,398,1131,398
132705001.png,26,0.813709,380,0,589,0,589,230,380,230
132705001.png,33,0.674844,1137,47,1391,47,1391,307,1137,307
132705001.png,32,0.501487,1137,47,1391,47,1391,308,1137,308
132706127.png,33,0.924874,1370,527,1668,527,1668,827,1370,827
132706127.png,30,0.628707,471,443,731,443,731,707,471,707
132745832.png,31,0.946053,941,555,1239,555,1239,839,941,839
132745832.png,19,0.896499,1366,511,1662,511,1662,778,1366,778
132745832.png,22,0.632328,465,507,724,507,724,814,465,814
132818864.png,6,0.769116,1155,124,1405,124,1405,353,1155,353
132819361.png,6,0.973696,1266,363,1542,363,1542,606,1266,606
132833866.png,29,0.958317,727,82,964,82,964,321,727,321
132858129.png,31,0.952114,1189,156,1445,156,1445,405,1189,405
132859393.png,17,0.984879,1137,103,1423,103,1423,409,1137,409
132914061.png,5,0.690985,1090,43,1337,43,1337,261,1090,261
132917594.png,18,0.956558,860,473,1136,473,1136,735,860,735
132925528.png,7,0.979259,1112,0,1380,0,1380,257,1112,257
132929363.png,13,0.9602,1230,304,1507,304,1507,550,1230,550
132934927.png,33,0.716093,1189,155,1462,155,1462,445,1189,445
132934927.png,17,0.604986,1189,156,1463,156,1463,446,1189,446
132939731.png,11,0.966396,1155,190,1438,190,1438,544,1155,544
132946300.png,28,0.931241,752,56,998,56,998,322,752,322
132947532.png,5,0.776825,805,86,1060,86,1060,322,805,322
132959245.png,8,0.88901,1408,693,1709,693,1709,968,1408,968
133000600.png,6,0.89251,956,642,1246,642,1246,916,956,916
133004863.png,33,0.835609,351,219,606,219,606,490,351,490
133105963.png,8,0.956734,1009,611,1292,611,1292,878,1009,878
133105963.png,0,0.648741,1009,611,1293,611,1293,878,1009,878
133114460.png,14,0.803375,869,395,1154,395,1154,644,869,644
133114460.png,10,0.533808,868,393,1153,393,1153,645,868,645
133126765.png,27,0.662984,1083,158,1308,158,1308,391,1083,391
133126765.png,22,0.542973,1086,158,1310,158,1310,391,1086,391
133133742.png,17,0.797263,1030,191,1271,191,1271,444,1030,444
133134903.png,33,0.950537,1181,112,1433,112,1433,368,1181,368
133142194.png,31,0.947712,830,301,1094,301,1094,551,830,551
133145263.png,11,0.56034,791,53,1039,53,1039,314,791,314
133150331.png,17,0.985612,418,237,696,237,696,554,418,554
133153933.png,17,0.876779,567,721,854,721,854,1036,567,1036
133154333.png,18,0.858396,813,194,1067,194,1067,434,813,434
133206400.png,26,0.957284,779,162,1040,162,1040,453,779,453
133210598.png,33,0.965735,1168,68,1414,68,1414,320,1168,320
133211266.png,33,0.978332,1291,345,1559,345,1559,624,1291,624
133212268.png,25,0.947437,1174,143,1448,143,1448,430,1174,430
133220097.png,31,0.937066,1189,120,1444,120,1444,363,1189,363
133221771.png,4,0.980273,1150,184,1368,184,1368,420,1150,420
133225632.png,17,0.986813,1242,272,1546,272,1546,599,1242,599
133251230.png,6,0.783907,1127,70,1393,70,1393,307,1127,307
133258263.png,11,0.937586,1226,164,1510,164,1510,497,1226,497
133300294.png,1,0.555185,767,69,1016,69,1016,301,767,301
133306343.png,27,0.952039,464,366,728,366,728,660,464,660
133340703.png,19,0.859888,461,548,732,548,732,816,461,816
133341839.png,24,0.957959,821,129,1044,129,1044,398,821,398
133342232.png,33,0.968718,1313,424,1593,424,1593,712,1313,712
133345310.png,33,0.968856,1170,152,1426,152,1426,412,1170,412
133351730.png,31,0.915013,818,294,1082,294,1082,540,818,540
133416124.png,4,0.672426,723,57,965,57,965,317,723,317
133516536.png,31,0.933378,822,277,1082,277,1082,521,822,521
133520241.png,21,0.889443,368,203,611,203,611,483,368,483
133524491.png,27,0.936365,1175,188,1457,188,1457,461,1175,461
133524491.png,31,0.729188,408,413,667,413,667,683,408,683
133524491.png,17,0.508688,408,411,666,411,666,682,408,682
133525808.png,31,0.727165,1160,153,1425,153,1425,393,1160,393
133525808.png,19,0.688715,493,686,779,686,779,967,493,967
133525808.png,6,0.603776,494,687,778,687,778,967,494,967
133533635.png,22,0.785316,1350,401,1592,401,1592,653,1350,653
133533635.png,27,0.751377,1350,402,1593,402,1593,653,1350,653
133536302.png,10,0.948952,450,329,711,329,711,585,450,585
133558905.png,12,0.934723,1150,82,1390,82,1390,307,1150,307
133559242.png,1,0.977,1079,139,1340,139,1340,368,1079,368
133600233.png,24,0.920237,1006,696,1301,696,1301,1022,1006,1022
133600233.png,22,0.896421,497,434,756,434,756,734,497,734
133600233.png,18,0.874373,1175,166,1433,166,1433,402,1175,402
133608167.png,7,0.52277,773,101,1030,101,1030,340,773,340
133616971.png,17,0.985705,429,305,716,305,716,634,429,634
133628603.png,20,0.954063,566,764,855,764,855,1051,566,1051
133633626.png,27,0.848427,853,369,1085,369,1085,616,853,616
133642908.png,26,0.98476,719,80,981,80,981,358,719,358
133728103.png,23,0.741867,1177,189,1410,189,1410,426,1177,426
133803502.png,26,0.965948,762,44,1019,44,1019,322,762,322
133806367.png,31,0.940218,1198,213,1466,213,1466,455,1198,455
133806367.png,24,0.936348,927,441,1200,441,1200,733,927,733
133817934.png,26,0.720635,1170,106,1443,106,1443,388,1170,388
133817934.png,17,0.641501,1169,106,1442,106,1442,388,1169,388
133818375.png,31,0.893819,772,86,1014,86,1014,324,772,324
